status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
1,1.17,3,0,1.97,1,1,4,3,1,2,1,1.33,3,3,2,3,1,1,2,0
2,1.23,3,9,2.06,2,5,4,3,1,2,2,1.32,2,2,2,3,2,1,2,1
3,1.17,2,3,1.98,2,5,4,2,1,2,4,1.35,3,3,1,3,2,2,2,1
4,1.17,4,3,2.02,1,4,4,4,3,2,3,1.26,3,2,2,3,2,2,2,1
2,0.67,4,8,1.92,5,4,1,2,1,3,2,1.31,3,2,2,2,2,1,2,1
3,1.17,2,0,1.92,1,4,4,3,1,3,4,1.3,1,3,1,3,1,1,2,0
1,1.08,2,2,2.1,1,2,1,2,1,4,3,1.14,3,1,1,3,2,1,2,1
3,0.94,2,2,1.98,5,5,3,2,1,4,1,1.39,3,2,1,4,2,2,2,1
2,1.17,4,9,2.02,1,5,4,1,1,4,1,1.24,3,2,2,3,2,2,2,0
4,0.67,2,3,2.0,1,4,3,3,1,2,2,1.37,3,2,1,3,1,1,2,1
4,1.13,4,0,2.25,5,5,4,3,1,4,4,1.23,3,3,1,4,2,2,2,0
4,1.28,3,2,2.19,3,4,2,2,1,4,3,1.31,3,2,2,3,2,2,2,1
1,1.41,3,9,2.18,1,5,3,3,1,4,4,1.43,3,2,2,3,2,2,2,0
2,1.13,3,0,2.05,1,3,1,1,1,4,2,1.35,3,2,2,3,2,1,2,1
2,1.17,2,2,2.12,1,4,3,1,1,3,3,1.33,3,2,1,3,2,2,2,0
2,0.94,4,3,2.1,1,3,1,2,1,1,1,1.16,3,2,1,2,2,1,2,1
4,1.08,4,3,1.96,5,3,4,3,1,3,2,1.22,3,2,2,3,2,2,2,1
1,1.02,2,0,2.11,1,3,3,2,1,2,2,1.22,3,2,1,3,2,2,2,0
4,0.87,4,2,2.03,5,3,2,4,1,1,3,1.19,3,2,2,3,2,1,1,1
4,1.21,1,1,2.19,5,2,3,3,3,4,1,1.31,1,1,2,3,1,2,2,1
1,1.17,2,1,2.17,1,1,4,3,1,2,4,1.22,3,3,1,4,2,2,2,1
1,1.36,2,4,2.08,1,3,3,3,1,4,3,1.39,3,2,1,3,2,1,2,0
4,1.23,4,3,2.08,5,5,3,3,1,2,3,1.31,3,2,2,3,1,2,2,1
2,1.2,4,3,2.06,3,3,4,3,1,2,2,1.16,3,2,2,2,2,1,2,0
2,1.17,2,1,2.12,3,2,3,2,1,4,3,1.21,3,1,1,3,2,1,2,0
4,0.94,2,3,2.03,1,4,4,3,1,2,3,1.24,3,1,2,4,1,2,2,1
4,0.94,2,2,1.95,3,3,4,2,1,4,3,1.22,3,1,1,2,2,1,2,0
3,1.02,4,3,1.97,5,3,3,3,1,4,4,1.31,3,3,2,3,2,2,2,0
4,0.67,4,3,1.98,1,3,1,2,1,1,3,1.21,3,2,2,3,2,2,2,1
4,0.94,2,2,2.01,1,4,3,2,1,4,1,1.24,3,2,1,2,2,1,2,1
1,1.23,2,2,2.1,4,5,4,2,1,4,2,1.4,3,1,2,3,2,2,2,1
2,1.17,4,6,2.16,1,2,2,2,1,4,4,1.17,3,3,2,3,2,2,2,1
2,0.67,1,0,1.92,2,2,1,2,1,1,2,1.25,2,2,1,2,2,1,2,0
4,1.28,3,9,2.22,1,2,1,1,1,1,3,1.21,3,2,2,3,2,1,2,0
1,0.67,4,2,2.1,1,3,1,1,1,4,1,1.34,3,1,1,4,2,2,2,0
4,1.23,2,1,2.14,5,4,2,2,1,4,2,1.17,2,1,1,2,2,1,2,1
4,1.23,1,1,2.19,5,1,4,2,1,1,1,1.38,1,2,1,4,2,2,2,0
4,1.2,3,9,2.14,1,4,3,3,1,4,3,1.19,3,2,2,3,2,1,2,1
1,1.32,2,2,2.19,1,4,2,3,3,4,2,1.34,3,3,1,3,1,1,2,1
2,0.94,2,3,2.08,1,4,2,2,1,1,1,1.2,3,2,1,3,2,1,2,1
4,1.08,2,3,1.99,1,2,3,2,1,1,1,1.19,3,2,1,3,2,1,2,1
2,1.34,2,3,2.08,2,3,4,3,3,4,2,1.13,3,1,1,3,2,1,2,0
4,1.17,3,0,2.06,1,5,4,3,1,4,3,1.35,3,2,2,2,1,1,2,0
4,1.02,2,2,2.04,5,4,1,2,1,4,1,1.26,1,1,1,2,2,1,2,1
4,0.87,2,0,1.98,2,3,3,3,1,2,1,1.28,3,1,1,2,2,1,1,1
1,1.28,2,0,2.21,1,4,2,3,1,1,3,1.17,3,2,1,3,2,2,2,0
1,1.17,2,2,2.08,5,3,2,4,1,4,3,1.11,3,2,1,3,2,1,2,0
2,0.94,2,3,1.99,1,2,1,4,1,1,1,1.16,3,1,1,3,2,1,2,0
4,0.67,2,5,1.87,3,4,2,4,1,4,1,1.16,3,1,1,2,2,1,2,1
4,1.23,4,3,2.16,1,4,4,2,1,2,3,1.18,3,2,2,3,2,1,2,1
4,0.94,2,3,1.92,5,3,4,2,1,2,3,1.13,3,2,1,3,2,1,2,1
1,0.94,2,2,1.97,5,5,2,1,1,4,2,1.36,3,2,1,2,2,2,2,1
2,0.91,4,0,1.97,4,3,4,2,1,4,3,1.31,3,2,2,3,2,1,2,1
4,0.94,4,3,1.9,5,5,4,2,1,3,2,1.26,3,2,1,2,1,1,2,0
4,0.67,1,0,1.9,5,3,1,3,3,2,1,1.19,2,2,1,2,1,1,2,1
1,1.28,4,2,2.15,1,3,3,3,3,2,2,1.21,3,2,2,3,2,1,2,1
4,0.73,3,3,1.91,5,5,3,3,1,4,4,1.28,3,3,1,3,2,1,2,1
1,1.2,2,3,2.1,1,3,3,3,1,2,3,1.2,3,2,1,4,2,1,2,1
1,0.67,2,0,2.26,1,5,1,3,1,4,4,1.44,1,2,1,4,2,2,2,0
4,1.17,2,3,1.97,2,4,4,4,1,3,2,1.19,3,2,1,3,2,2,2,1
1,1.08,2,3,2.09,1,3,2,2,1,2,1,1.17,3,2,1,3,2,1,2,0
1,1.28,2,2,2.1,1,3,1,3,3,2,2,1.29,3,2,1,3,1,1,2,1
1,1.08,2,3,2.1,1,4,4,2,3,1,1,1.18,3,2,1,3,2,1,2,1
1,0.94,4,1,1.98,1,5,4,3,1,3,1,1.39,3,2,1,3,2,1,2,1
1,1.17,2,3,1.97,2,3,4,2,1,2,3,1.25,3,2,1,2,2,1,2,0
2,1.08,3,9,2.05,5,5,4,3,1,2,2,1.32,3,2,2,3,2,1,2,1
1,0.94,2,2,2.06,1,1,3,2,1,4,4,1.39,3,3,1,4,2,1,2,1
1,1.08,0,9,2.08,1,4,3,3,1,1,2,1.24,1,2,1,3,2,2,2,1
1,1.32,4,5,2.1,1,1,4,3,2,4,3,1.43,3,2,2,1,2,1,2,1
4,1.17,4,6,2.02,5,3,3,2,1,2,3,1.26,3,2,2,3,2,2,2,1
4,1.17,4,3,1.99,4,3,4,2,1,1,1,1.33,3,2,2,2,2,1,2,1
1,1.28,2,2,2.1,1,5,4,3,1,2,3,1.32,3,2,1,3,1,1,2,0
3,1.02,2,9,2.07,1,4,2,3,1,4,2,1.19,3,1,1,3,2,2,2,1
3,1.08,2,2,2.08,1,2,1,2,1,1,2,1.34,2,2,1,2,2,1,2,1
2,0.97,2,3,2.03,1,2,2,2,3,4,2,1.16,3,2,1,2,2,1,2,1
4,1.26,3,9,2.07,1,3,2,2,1,2,3,1.19,3,2,2,3,2,2,2,1
3,0.94,3,0,2.04,1,3,2,2,1,2,3,1.28,2,2,2,3,2,2,2,1
4,1.41,2,0,2.17,5,3,4,3,1,4,4,1.27,3,3,1,3,1,2,2,1
1,1.02,2,3,1.94,1,2,4,4,1,2,1,1.2,3,2,1,3,2,1,1,1
1,1.08,2,6,1.89,1,1,4,2,1,1,1,1.2,3,2,1,1,2,1,2,0
3,1.17,2,2,2.08,1,5,3,1,1,4,4,1.37,3,3,1,3,2,1,2,1
2,1.02,0,0,2.01,1,2,2,2,1,1,1,1.19,3,1,2,1,2,1,2,0
1,1.28,2,1,2.15,1,5,2,3,1,4,4,1.32,3,3,1,3,1,1,2,1
2,0.83,2,2,2.03,5,4,2,3,1,1,3,1.17,3,2,1,3,2,2,2,1
3,0.94,1,9,1.86,1,2,4,2,1,1,1,1.19,1,2,1,1,2,1,2,0
4,1.41,2,3,2.22,2,4,2,2,1,4,1,1.13,3,2,1,3,2,2,2,1
4,1.36,2,3,2.22,5,4,4,3,1,3,3,1.29,2,2,1,3,2,2,2,1
1,0.94,1,8,1.76,1,5,4,4,1,1,3,1.34,1,2,1,2,2,1,2,1
4,1.13,2,0,2.07,3,4,1,2,1,2,3,1.24,1,2,1,4,2,1,2,1
4,0.67,4,3,1.96,2,3,1,2,1,1,2,1.2,3,2,2,3,2,1,2,1
4,0.87,2,0,1.97,5,3,4,3,3,4,2,1.2,3,2,1,2,2,1,2,0
4,1.17,2,3,1.99,1,4,3,3,1,1,3,1.25,1,2,1,3,1,1,2,1
4,0.94,2,0,2.02,1,5,4,3,1,4,3,1.31,3,2,1,4,2,2,2,1
4,1.17,4,2,2.0,1,4,4,3,1,3,2,1.31,3,2,2,3,2,1,2,1
1,1.34,2,3,2.02,1,3,4,3,1,4,4,1.16,3,3,1,3,2,2,2,0
1,1.17,4,1,2.17,1,1,2,3,1,4,4,1.47,3,3,2,4,2,2,2,1
2,1.28,2,6,2.11,5,3,2,4,1,2,3,1.2,3,2,1,3,2,1,2,1
2,1.08,0,2,2.09,1,3,1,2,1,4,3,1.26,1,2,2,3,2,2,2,1
4,0.94,2,1,2.05,5,2,2,4,1,4,3,1.19,3,1,1,3,2,2,2,1
1,1.28,2,0,2.09,1,4,2,3,1,4,4,1.31,1,3,1,4,1,2,2,1
1,0.87,4,0,2.04,1,2,1,3,1,3,1,1.36,3,1,2,2,1,1,1,1
4,1.36,3,3,2.18,5,5,3,3,1,3,3,1.25,1,2,2,3,1,1,2,1
4,0.94,4,3,1.97,1,3,4,2,1,2,2,1.28,3,2,2,3,2,1,2,1
1,1.08,2,2,1.95,1,1,4,2,1,2,3,1.26,3,2,1,3,2,1,2,0
4,1.28,2,2,2.23,1,1,4,2,1,2,3,1.19,3,2,2,4,2,2,2,0
2,1.28,2,6,2.25,2,3,1,3,1,4,4,1.35,3,3,1,3,1,2,2,0
3,0.83,2,3,1.89,1,3,3,2,1,2,1,1.21,3,2,1,2,2,1,2,0
4,1.17,2,2,2.11,1,4,2,2,1,4,2,1.18,3,1,1,3,2,2,2,1
1,1.41,2,9,2.19,1,5,4,3,2,4,4,1.28,3,1,1,3,2,1,2,0
4,1.17,4,2,2.11,4,3,4,3,1,4,1,1.31,3,2,1,3,2,2,2,1
1,0.94,4,0,2.04,1,3,4,3,1,4,2,1.3,1,2,2,2,2,1,1,1
1,1.17,2,2,2.09,1,5,4,3,1,2,2,1.31,3,1,1,4,2,2,2,0
4,1.17,4,2,2.15,1,5,4,3,1,4,3,1.26,3,2,1,3,2,2,2,1
1,1.08,4,2,1.94,1,2,4,2,1,4,2,1.13,3,1,1,3,2,1,2,1
3,0.94,2,2,1.99,1,2,4,2,1,1,2,1.26,1,2,1,4,2,2,2,1
4,0.48,4,3,1.99,1,4,2,3,1,1,1,1.32,3,2,3,2,1,1,2,1
1,1.08,1,2,1.99,1,3,4,3,1,3,3,1.34,1,2,1,3,2,1,2,0
3,0.83,0,3,1.97,1,2,4,3,1,2,3,1.27,3,2,2,4,2,2,2,0
2,1.23,2,2,2.11,1,2,2,4,1,1,2,1.14,3,2,1,3,2,1,2,1
4,1.31,2,1,2.06,3,3,4,3,1,4,3,1.17,3,2,1,3,2,1,2,1
1,0.94,0,3,2.17,1,3,4,3,1,2,2,1.21,3,1,2,3,2,2,2,0
4,0.94,2,3,2.04,1,2,2,2,1,2,3,1.22,1,2,1,3,2,1,2,1
4,1.17,3,2,2.12,2,3,2,3,1,3,2,1.28,3,2,2,3,2,1,2,1
2,1.08,4,0,1.91,1,5,4,3,1,4,3,1.28,3,2,1,3,1,2,2,0
4,0.94,4,6,2.03,1,4,2,3,1,3,1,1.36,3,2,1,2,1,1,2,1
4,1.08,2,2,2.1,1,5,4,3,1,4,2,1.35,1,2,3,3,1,2,2,1
2,1.04,4,0,1.96,1,1,2,3,1,3,3,1.44,3,3,3,1,2,2,2,1
2,1.19,2,1,2.2,1,2,2,3,1,3,3,1.23,3,2,2,3,2,1,2,1
4,0.48,4,0,1.99,1,4,2,3,1,1,1,1.32,3,2,3,2,1,1,2,1
4,1.02,3,3,1.99,1,3,4,4,1,3,1,1.26,1,2,2,3,2,1,2,1
4,1.17,2,3,2.16,5,2,1,2,1,1,3,1.34,3,2,2,3,2,2,2,0
2,1.36,2,2,2.22,1,2,1,2,1,2,3,1.19,1,2,1,3,2,2,2,0
1,1.17,4,1,2.17,1,5,2,2,1,4,4,1.34,3,3,2,4,1,2,2,1
3,0.87,2,0,1.96,2,5,1,2,1,4,4,1.36,3,3,1,2,1,1,2,0
4,1.17,3,9,2.2,1,2,2,3,1,2,3,1.2,1,2,2,3,2,2,2,0
3,1.28,2,3,2.13,1,5,4,3,1,2,3,1.24,3,2,1,3,2,1,2,1
4,1.17,2,2,1.92,5,4,4,3,1,2,3,1.24,2,2,1,3,2,2,2,1
4,0.94,2,0,2.05,5,5,4,3,1,3,3,1.37,3,2,1,3,2,2,2,1
2,0.94,2,2,1.93,4,2,1,2,1,4,1,1.1,3,1,1,2,2,1,2,1
4,1.02,4,3,1.99,1,3,4,3,1,4,4,1.28,3,3,2,3,2,2,2,1
1,1.28,3,9,2.04,1,4,2,3,1,1,3,1.17,3,2,2,3,2,2,2,0
2,1.13,2,9,1.96,1,5,2,2,1,4,2,1.31,3,2,1,3,1,1,2,0
1,1.36,1,9,2.19,1,4,2,2,3,4,3,1.29,3,1,1,3,2,1,2,0
2,1.36,4,2,2.14,1,3,2,2,1,3,3,1.23,3,2,1,4,2,2,2,0
2,1.02,1,0,2.18,2,1,1,3,1,2,2,1.27,2,2,1,4,1,2,2,0
2,1.36,1,9,2.1,2,4,4,3,1,2,3,1.23,3,2,1,3,2,1,2,1
3,1.23,3,9,2.02,1,5,4,3,1,4,1,1.44,3,2,1,4,2,2,2,0
4,0.67,0,3,1.8,1,5,4,4,1,4,3,1.31,3,2,1,2,2,1,2,1
4,0.94,3,5,1.99,4,5,4,3,1,4,4,1.39,3,3,2,3,1,1,2,0
1,0.67,2,2,1.98,1,3,1,3,1,2,1,1.28,1,2,1,2,2,2,2,1
3,0.94,4,0,1.99,3,1,2,3,1,4,4,1.44,1,3,3,1,2,1,2,1
2,0.94,3,3,1.85,1,3,4,4,2,4,1,1.11,3,1,2,3,2,1,2,1
1,1.17,2,10,2.01,1,5,4,2,3,4,1,1.41,3,2,1,2,2,2,2,1
4,0.94,4,0,1.95,3,3,4,3,1,4,1,1.34,3,2,1,3,2,2,2,1
4,1.28,4,1,2.16,1,5,2,3,1,2,2,1.28,3,2,2,3,1,2,2,1
3,0.87,2,4,1.96,1,3,2,3,1,2,3,1.29,3,2,1,3,2,2,2,1
1,1.36,2,9,2.12,1,2,3,2,1,4,2,1.17,3,1,1,3,2,1,2,0
2,1.36,0,9,2.26,1,3,2,3,1,2,3,1.18,2,2,1,3,2,2,2,0
2,1.17,3,9,2.14,5,3,4,3,1,2,2,1.27,1,2,2,4,2,2,2,1
4,0.67,4,3,2.02,5,3,1,3,1,2,1,1.27,3,2,2,2,1,1,2,1
4,0.94,2,9,1.99,1,4,2,3,1,4,3,1.28,3,2,1,3,2,2,2,1
2,1.02,2,0,2.06,2,3,2,2,1,4,3,1.21,3,1,2,3,2,2,2,0
3,1.23,4,3,2.08,1,5,4,3,1,4,2,1.35,3,2,1,3,2,1,2,1
2,1.23,0,9,2.12,2,3,4,2,1,4,3,1.19,3,1,2,2,2,1,2,0
4,1.28,4,3,2.22,1,3,2,2,1,2,3,1.24,2,2,2,3,2,1,2,1
4,1.28,2,9,2.19,5,5,3,3,1,2,2,1.29,3,2,2,3,2,1,2,1
2,1.17,2,0,1.98,1,2,3,2,1,4,3,1.18,3,2,1,2,2,2,2,0
3,0.87,2,0,2.11,1,2,1,3,3,1,2,1.29,3,2,1,2,1,1,2,1
2,0.79,2,2,1.96,1,3,3,2,1,4,1,1.17,3,2,1,3,2,1,2,0
4,1.17,2,3,1.98,1,3,4,4,1,2,2,1.21,3,2,1,3,2,1,2,1
4,1.17,2,3,2.09,3,5,3,1,1,2,3,1.28,3,2,1,4,2,2,2,1
2,1.28,3,0,2.07,2,5,4,3,1,3,4,1.23,3,3,1,3,2,1,2,1
4,1.17,2,1,2.17,5,5,3,3,1,4,3,1.32,3,2,1,4,1,2,2,1
4,1.17,4,1,2.11,1,5,4,2,1,2,3,1.32,3,1,2,4,2,2,2,1
4,1.08,4,3,1.95,1,1,4,2,1,4,3,1.43,3,2,2,1,2,1,2,1
4,1.28,2,6,2.21,5,3,2,3,1,4,4,1.28,3,3,1,2,1,2,2,1
4,1.02,4,6,1.99,2,3,4,2,1,3,3,1.24,3,2,1,3,2,1,2,1
1,1.08,1,0,1.98,1,4,4,3,1,4,4,1.25,1,3,2,2,1,1,2,0
4,0.67,4,0,2.18,1,4,1,3,1,3,4,1.34,3,2,2,4,1,2,2,1
4,1.17,2,1,2.1,2,4,3,2,1,4,3,1.16,3,2,1,3,2,1,2,1
1,0.83,2,3,1.98,1,2,3,2,1,4,2,1.14,3,1,1,3,2,1,2,0
2,1.17,3,0,2.03,5,3,4,2,1,4,3,1.32,3,1,2,3,2,2,2,1
1,0.67,4,0,1.86,1,4,4,2,1,3,2,1.29,3,2,2,3,2,1,2,1
3,0.87,4,3,1.97,5,4,4,3,1,2,2,1.2,3,2,2,3,2,2,2,1
4,1.28,4,1,2.23,5,5,2,3,1,4,4,1.32,3,3,2,3,2,1,2,1
2,1.28,2,3,2.14,1,2,4,2,1,1,4,1.23,3,2,1,4,2,2,2,1
1,1.17,1,1,2.1,1,3,1,2,3,4,3,1.14,1,1,1,3,2,1,1,1
1,1.17,1,2,2.09,3,2,4,3,1,4,4,1.23,3,3,1,3,1,2,2,0
4,0.67,1,3,2.01,3,5,2,3,1,4,2,1.34,1,2,1,2,1,1,2,1
4,1.28,4,0,2.1,1,4,4,3,1,4,3,1.29,3,2,2,3,2,2,2,1
4,0.67,4,3,1.99,1,4,1,2,1,2,3,1.17,3,1,2,3,2,2,2,1
4,0.83,2,0,2.1,2,3,1,3,3,2,1,1.19,3,1,1,3,1,1,1,1
4,0.48,4,3,1.99,1,4,2,3,1,1,1,1.32,3,2,2,2,1,1,2,1
2,1.08,2,0,2.17,1,4,3,3,1,3,1,1.21,3,1,1,2,2,1,2,1
4,0.83,2,2,2.03,1,2,2,2,2,2,3,1.1,3,1,2,3,2,1,2,0
2,0.83,4,2,2.02,1,4,4,3,1,3,3,1.28,3,1,1,3,2,2,2,1
3,0.67,4,6,1.94,1,3,2,2,1,4,2,1.37,3,2,1,2,2,1,2,1
1,0.87,4,2,2.04,5,2,2,2,2,3,1,1.2,3,1,2,3,2,1,1,1
2,1.17,3,2,2.03,1,1,3,2,1,2,2,1.27,3,2,1,4,2,2,2,0
3,0.94,2,3,2.1,5,5,2,3,1,3,3,1.29,3,2,1,4,2,1,2,1
4,1.08,2,0,2.07,5,4,4,3,1,3,2,1.25,3,2,1,3,2,1,1,1
4,1.17,2,0,1.99,2,2,4,4,1,3,1,1.26,3,2,1,3,2,2,2,1
4,0.94,2,3,1.88,1,3,4,3,1,2,1,1.23,1,2,2,3,2,1,2,1
1,0.67,2,0,1.96,2,5,3,3,1,2,2,1.33,3,2,1,3,2,2,2,1
3,1.32,4,1,2.14,1,5,4,3,1,4,4,1.4,3,3,1,3,2,1,2,1
2,1.23,1,2,2.1,4,3,4,3,1,2,3,1.27,2,2,1,3,1,2,2,1
4,1.17,3,0,2.03,1,5,4,3,1,4,4,1.41,3,3,2,3,2,2,2,1
2,1.08,2,0,1.94,5,3,4,2,1,2,2,1.26,3,2,1,3,2,1,2,0
2,1.36,3,10,2.19,2,1,2,3,1,4,4,1.24,3,2,1,4,2,2,2,1
4,1.08,4,1,2.11,1,4,3,3,1,1,3,1.2,3,2,2,3,2,1,2,1
4,0.83,2,9,1.99,1,4,3,2,1,2,3,1.2,3,2,2,3,2,1,2,1
2,0.67,2,3,2.03,1,2,4,4,1,3,3,1.23,3,1,1,4,2,2,2,1
2,1.36,1,9,2.17,1,5,4,2,1,3,4,1.41,3,1,1,3,2,1,2,0
1,1.28,2,1,2.2,1,3,2,3,1,2,2,1.19,3,2,1,3,1,1,2,0
1,1.36,2,0,2.11,1,4,4,3,1,4,4,1.35,3,3,1,3,1,1,2,0
2,0.83,4,6,1.99,1,5,2,2,1,3,3,1.27,3,2,2,4,2,2,2,0
1,0.94,2,6,1.96,5,3,4,2,1,4,2,1.16,1,1,1,3,2,2,2,1
1,0.94,4,0,2.14,1,5,3,3,2,4,2,1.33,3,1,2,3,2,2,2,0
2,1.02,2,5,1.99,2,3,4,3,3,2,1,1.14,3,2,1,3,2,1,2,1
2,1.17,2,2,2.13,5,3,1,2,1,4,2,1.36,3,2,1,2,2,2,2,1
2,1.02,3,5,1.99,4,3,3,4,1,3,2,1.42,2,2,2,3,2,1,2,0
1,1.08,4,2,2.04,1,3,4,2,1,4,1,1.17,3,1,2,3,2,1,2,0
4,1.2,3,1,2.2,4,3,2,3,1,2,3,1.2,3,2,2,3,2,1,2,1
4,1.17,4,3,2.06,4,5,2,3,1,2,3,1.27,3,2,1,3,2,1,2,1
2,0.91,2,2,2.0,4,2,4,2,1,1,1,1.11,3,2,1,3,2,1,2,1
2,1.08,4,2,2.19,1,1,4,3,1,4,2,1.31,2,2,2,4,2,2,2,1
4,1.02,1,3,2.0,2,5,4,3,1,4,3,1.27,1,2,1,2,1,1,2,1
4,0.94,2,1,1.98,4,4,3,3,1,2,2,1.39,3,2,1,3,2,1,1,1
1,1.28,4,1,2.22,1,4,4,3,1,4,3,1.17,3,2,2,3,2,2,2,0
2,1.36,2,0,2.17,2,4,3,3,1,2,2,1.17,3,2,1,3,2,1,2,0
2,1.31,3,6,2.24,2,4,2,3,1,3,4,1.25,3,1,1,3,2,2,2,1
4,1.17,2,1,2.21,5,3,2,1,1,4,4,1.36,3,3,1,3,2,2,2,1
4,1.17,2,3,2.1,2,5,2,3,1,4,3,1.24,3,2,2,3,2,1,2,0
4,1.23,3,9,2.12,2,3,2,3,1,2,2,1.19,3,2,2,2,2,1,2,1
4,1.28,3,9,2.2,5,2,4,3,1,4,3,1.2,3,1,2,3,2,2,2,0
4,0.83,2,0,2.06,3,5,2,3,1,4,4,1.37,3,3,1,2,2,1,2,1
1,1.32,2,3,2.18,5,4,4,2,1,3,3,1.23,3,2,1,4,2,2,2,0
1,0.67,4,0,1.98,1,2,2,3,1,4,1,1.31,3,2,1,2,1,1,1,1
1,1.23,2,3,2.06,1,5,1,3,3,3,2,1.31,3,2,1,3,1,1,2,1
4,1.36,1,9,2.1,1,3,1,2,1,1,1,1.2,2,2,1,3,2,1,2,1
4,1.08,4,0,1.94,1,2,4,2,1,1,2,1.23,3,2,2,3,2,1,2,1
3,0.83,2,3,1.95,2,5,2,1,1,4,1,1.36,3,2,1,3,2,1,2,1
4,1.08,2,0,2.18,5,3,2,3,1,4,3,1.44,2,1,2,3,2,1,2,0
4,0.48,4,0,2.1,1,4,1,2,1,1,1,1.29,3,2,1,3,1,1,2,1
4,1.23,4,3,2.18,5,4,2,3,1,3,2,1.28,3,2,2,3,2,1,2,1
1,1.2,0,9,2.15,1,1,2,3,1,4,2,1.37,3,2,2,3,2,2,2,0
1,1.17,2,2,2.19,5,2,1,2,1,2,2,1.23,3,2,1,3,2,2,1,1
4,1.02,4,2,1.99,5,5,4,3,1,4,2,1.43,3,2,1,3,2,1,2,1
4,1.08,4,3,2.0,4,5,4,3,1,4,3,1.35,3,2,2,3,2,1,2,1
4,0.94,2,2,2.01,1,3,3,3,1,2,1,1.17,3,1,1,2,2,1,2,1
2,1.28,3,9,2.13,1,3,2,1,1,2,1,1.23,2,2,2,4,2,2,2,0
